49	10	0	16	30	0.51095	2	1	1	1
50	20	15	34	30	0.6535	3	4	1	1
51	10	30	16	30	0.47933	2	5	1	1
52	4	15	6	30	0.4979	1	4	1	1
53	20	30	34	4	0.59586	3	2	1	2
54	10	0	16	30	0.4736	2	1	1	1
55	4	0	6	30	0.49869	1	1	1	1
56	6	30	4	15	0.43081	1	4	2	2
57	60	30	40	4	0.52576	4	2	2	2
58	10	30	16	30	0.47123	2	5	1	2
59	4	30	6	15	0.53435	1	4	1	2
60	16	30	10	0	0.58968	2	1	2	2
61	20	30	34	4	0.67295	3	2	1	2
62	34	30	20	10	0.49357	3	3	2	2
63	20	10	34	30	0.58488	3	3	1	1
64	34	30	20	30	0.61071	3	5	2	2
65	34	30	20	30	0.46157	3	5	2	2
66	40	30	60	30	0.33854	4	5	1	2
67	6	4	4	30	0.39867	1	2	2	1
68	40	30	60	15	0.59708	4	4	1	2
69	40	4	60	30	0.50618	4	2	1	1
70	34	30	20	30	0.27626	3	5	2	1
71	34	30	20	30	0.60976	3	5	2	2
72	10	30	16	15	0.53394	2	4	1	2
73	40	4	60	30	0.52289	4	2	1	1
74	20	30	34	10	0.47075	3	3	1	2
75	4	30	6	4	0.23558	1	2	1	2
76	6	30	4	30	0.61163	1	5	2	2
77	34	10	20	30	0.63219	3	3	2	1
78	16	0	10	30	0.58559	2	1	2	1
79	20	30	34	0	0.57002	3	1	1	2
80	34	4	20	30	0.55542	3	2	2	1
81	6	30	4	30	0.61343	1	5	2	1
82	34	30	20	10	0.59118	3	3	2	2
83	34	15	20	30	0.52892	3	4	2	1
84	40	30	60	4	0.47765	4	2	1	2
85	4	30	6	30	0.45247	1	5	1	1
86	40	30	60	30	0.49984	4	5	1	1
87	20	4	34	30	0.62315	3	2	1	1
88	20	30	34	10	0.67621	3	3	1	2
89	6	10	4	30	0.5339	1	3	2	1
90	34	30	20	0	0.32871	3	1	2	2
91	10	30	16	30	0.63953	2	5	1	2
92	34	30	20	15	0.42024	3	4	2	2
93	20	30	34	4	0.55883	3	2	1	2
94	20	0	34	30	0.58119	3	1	1	1
95	16	0	10	30	0.57988	2	1	2	1
96	60	10	40	30	0.35002	4	3	2	1
