145	6	22	8	50	0.45902	1	4	1	1
146	40	7	32	50	0.55102	4	3	2	1
147	8	22	6	50	0.38162	1	4	2	1
148	14	50	10	0	0.49538	2	1	2	2
149	20	7	26	50	0.61884	3	3	1	1
150	10	7	14	50	0.60498	2	3	1	1
151	8	50	6	0	0.34159	1	1	2	2
152	40	50	32	2	0.50693	4	2	2	2
153	8	0	6	50	0.54115	1	1	2	1
154	32	50	40	2	0.55159	4	2	1	2
155	32	50	40	50	0.47255	4	5	1	1
156	32	22	40	50	0.50015	4	4	1	1
157	14	22	10	50	0.4792	2	4	2	1
158	10	50	14	50	0.52884	2	5	1	1
159	14	7	10	50	0.43578	2	3	2	1
160	40	50	32	2	0.37992	4	2	2	2
161	26	50	20	0	0.46135	3	1	2	2
162	14	22	10	50	0.40897	2	4	2	1
163	8	50	6	50	0.43113	1	5	2	1
164	26	7	20	50	0.59624	3	3	2	1
165	20	50	26	0	0.67058	3	1	1	2
166	8	50	6	0	0.61537	1	1	2	2
167	26	50	20	2	0.3915	3	2	2	2
168	40	2	32	50	0.70649	4	2	2	1
169	6	50	8	7	0.33374	1	3	1	2
170	32	7	40	50	0.5628	4	3	1	1
171	40	22	32	50	0.46079	4	4	2	1
172	26	50	20	2	0.55034	3	2	2	2
173	26	50	20	22	0.57504	3	4	2	2
174	10	2	14	50	0.58942	2	2	1	1
175	10	50	14	50	0.31823	2	5	1	2
176	14	50	10	2	0.55794	2	2	2	2
177	10	50	14	50	0.61351	2	5	1	2
178	32	2	40	50	0.42809	4	2	1	1
179	8	50	6	2	0.51938	1	2	2	2
180	10	0	14	50	0.51061	2	1	1	1
181	6	50	8	50	0.45201	1	5	1	1
182	32	50	40	50	0.62619	4	5	1	2
183	6	0	8	50	0.36836	1	1	1	1
184	40	50	32	50	0.55125	4	5	2	1
185	14	50	10	0	0.32408	2	1	2	2
186	20	50	26	0	0.476	3	1	1	2
187	14	50	10	7	0.53448	2	3	2	2
188	26	50	20	0	0.4981	3	1	2	2
189	6	22	8	50	0.5522	1	4	1	1
190	32	50	40	7	0.5368	4	3	1	2
191	10	7	14	50	0.42475	2	3	1	1
192	8	2	6	50	0.52056	1	2	2	1
