97	26	22	20	50	0.35862	3	4	2	1
98	20	50	26	50	0.50923	3	5	1	1
99	32	7	40	50	0.40173	4	3	1	1
100	40	50	32	7	0.61	4	3	2	2
101	6	2	8	50	0.50189	1	2	1	1
102	10	22	14	50	0.46872	2	4	1	1
103	6	50	8	2	0.50268	1	2	1	2
104	10	50	14	2	0.48493	2	2	1	2
105	20	50	26	7	0.38874	3	3	1	2
106	20	2	26	50	0.62293	3	2	1	1
107	40	50	32	22	0.4969	4	4	2	2
108	10	50	14	22	0.46961	2	4	1	2
109	10	22	14	50	0.38928	2	4	1	1
110	8	50	6	50	0.65724	1	5	2	1
111	20	50	26	22	0.49544	3	4	1	2
112	20	0	26	50	0.46761	3	1	1	1
113	26	0	20	50	0.65125	3	1	2	1
114	40	50	32	7	0.4044	4	3	2	2
115	40	50	32	0	0.51567	4	1	2	2
116	40	0	32	50	0.34192	4	1	2	1
117	14	50	10	0	0.59762	2	1	2	2
118	6	2	8	50	0.53155	1	2	1	1
119	40	50	32	22	0.52999	4	4	2	2
120	10	0	14	50	0.32066	2	1	1	1
121	8	0	6	50	0.53758	1	1	2	1
122	20	50	26	50	0.62344	3	5	1	2
123	32	50	40	22	0.54141	4	4	1	2
124	6	50	8	7	0.49202	1	3	1	2
125	6	50	8	22	0.55574	1	4	1	2
126	6	50	8	22	0.5361	1	4	1	2
127	26	50	20	50	0.44997	3	5	2	2
128	40	50	32	50	0.56747	4	5	2	2
129	20	2	26	50	0.49261	3	2	1	1
130	32	50	40	22	0.64171	4	4	1	2
131	32	0	40	50	0.35978	4	1	1	1
132	10	50	14	50	0.47689	2	5	1	1
133	20	50	26	7	0.51021	3	3	1	2
134	14	0	10	50	0.47361	2	1	2	1
135	26	50	20	7	0.45021	3	3	2	2
136	14	50	10	50	0.51463	2	5	2	1
137	40	7	32	50	0.37629	4	3	2	1
138	14	0	10	50	0.55	2	1	2	1
139	20	50	26	2	0.43801	3	2	1	2
140	14	50	10	50	0.47119	2	5	2	2
141	10	50	14	0	0.58321	2	1	1	2
142	8	50	6	2	0.4948	1	2	2	2
143	8	50	6	2	0.48744	1	2	2	2
144	40	50	32	50	0.61121	4	5	2	1
