193	20	30	34	30	0.50798	3	5	1	1
194	20	0	34	30	0.53838	3	1	1	1
195	4	30	6	30	0.50689	1	5	1	2
196	10	30	16	15	0.39275	2	4	1	2
197	4	0	6	30	0.52209	1	1	1	1
198	16	30	10	30	0.41291	2	5	2	2
199	10	30	16	4	0.48881	2	2	1	2
200	16	30	10	30	0.55654	2	5	2	2
201	40	30	60	30	0.5245	4	5	1	1
202	20	4	34	30	0.60022	3	2	1	1
203	6	0	4	30	0.45469	1	1	2	1
204	16	10	10	30	0.44025	2	3	2	1
205	40	30	60	30	0.45421	4	5	1	1
206	40	0	60	30	0.44022	4	1	1	1
207	4	15	6	30	0.4495	1	4	1	1
208	20	15	34	30	0.48545	3	4	1	1
209	4	30	6	30	0.28947	1	5	1	1
210	10	30	16	10	0.44191	2	3	1	2
211	34	30	20	10	0.41037	3	3	2	2
212	16	30	10	30	0.54408	2	5	2	1
213	60	30	40	10	0.29749	4	3	2	2
214	60	30	40	10	0.48503	4	3	2	2
215	34	30	20	30	0.35861	3	5	2	1
216	10	15	16	30	0.55582	2	4	1	1
217	60	0	40	30	0.61095	4	1	2	1
218	16	30	10	10	0.45182	2	3	2	2
219	4	30	6	0	0.39939	1	1	1	2
220	60	30	40	30	0.52074	4	5	2	2
221	40	30	60	10	0.5228	4	3	1	2
222	60	30	40	15	0.58585	4	4	2	2
223	6	15	4	30	0.57582	1	4	2	1
224	60	30	40	4	0.56868	4	2	2	2
225	10	10	16	30	0.3366	2	3	1	1
226	6	10	4	30	0.43169	1	3	2	1
227	6	0	4	30	0.41053	1	1	2	1
228	40	15	60	30	0.46632	4	4	1	1
229	4	10	6	30	0.51098	1	3	1	1
230	16	10	10	30	0.52938	2	3	2	1
231	16	30	10	10	0.48596	2	3	2	2
232	34	4	20	30	0.5709	3	2	2	1
233	60	0	40	30	0.36158	4	1	2	1
234	20	10	34	30	0.59834	3	3	1	1
235	4	4	6	30	0.53855	1	2	1	1
236	34	30	20	15	0.61648	3	4	2	2
237	60	30	40	15	0.47778	4	4	2	2
238	10	10	16	30	0.56548	2	3	1	1
239	40	30	60	15	0.43978	4	4	1	2
240	16	30	10	30	0.36282	2	5	2	1
